timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1480044788947,395,Login,200,OK,Weather Predictor Test Cases 1-1,text,true,,3597,1,1,395,0
1480044789452,399,Login,200,OK,Weather Predictor Test Cases 1-2,text,true,,3599,2,2,399,0
1480044789951,406,Login,200,OK,Weather Predictor Test Cases 1-3,text,true,,3597,3,3,406,0
1480044789348,1047,Send Login,200,OK,Weather Predictor Test Cases 1-1,text,true,,3206,3,3,613,0
1480044790453,418,Login,200,OK,Weather Predictor Test Cases 1-4,text,true,,3599,4,4,325,0
1480044790397,633,Get Weather,200,OK,Weather Predictor Test Cases 1-1,text,true,,4146,5,5,633,0
1480044789870,1345,Send Login,200,OK,Weather Predictor Test Cases 1-2,text,true,,3206,5,5,603,0
1480044790956,414,Login,200,OK,Weather Predictor Test Cases 1-5,text,true,,3599,5,5,414,0
1480044790364,1056,Send Login,200,OK,Weather Predictor Test Cases 1-3,text,true,,3206,5,5,618,0
1480044791218,287,Get Weather,200,OK,Weather Predictor Test Cases 1-2,text,true,,4146,6,6,287,0
1480044791463,449,Login,200,OK,Weather Predictor Test Cases 1-6,text,true,,3605,6,6,449,0
1480044791424,522,Get Weather,200,OK,Weather Predictor Test Cases 1-3,text,true,,4146,6,6,522,0
1480044790876,1155,Send Login,200,OK,Weather Predictor Test Cases 1-4,text,true,,3206,7,7,629,0
1480044791959,481,Login,200,OK,Weather Predictor Test Cases 1-7,text,true,,3597,7,7,480,0
1480044791377,1155,Send Login,200,OK,Weather Predictor Test Cases 1-5,text,true,,3206,8,8,630,0
1480044792034,523,Get Weather,200,OK,Weather Predictor Test Cases 1-4,text,true,,4146,8,8,523,0
1480044792463,490,Login,200,OK,Weather Predictor Test Cases 1-8,text,true,,3601,8,8,490,0
1480044792534,510,Get Weather,200,OK,Weather Predictor Test Cases 1-5,text,true,,4146,9,9,510,0
1480044791918,1220,Send Login,200,OK,Weather Predictor Test Cases 1-6,text,true,,3206,9,9,624,0
1480044792964,507,Login,200,OK,Weather Predictor Test Cases 1-9,text,true,,3597,10,10,506,0
1480044793140,388,Get Weather,200,OK,Weather Predictor Test Cases 1-6,text,true,,4146,10,10,388,0
1480044792445,1122,Send Login,200,OK,Weather Predictor Test Cases 1-7,text,true,,3206,10,10,641,0
1480044793464,500,Login,200,OK,Weather Predictor Test Cases 1-10,text,true,,3597,11,11,500,0
1480044793569,459,Get Weather,200,OK,Weather Predictor Test Cases 1-7,text,true,,4146,11,11,459,0
1480044792957,1109,Send Login,200,OK,Weather Predictor Test Cases 1-8,text,true,,3206,11,11,626,0
1480044791507,2652,Post Weather,200,OK,Weather Predictor Test Cases 1-2,text,true,,3380,11,11,2245,0
1480044794161,2,Debug Sampler,200,OK,Weather Predictor Test Cases 1-2,text,true,,2380,11,11,0,0
1480044793962,500,Login,200,OK,Weather Predictor Test Cases 1-11,text,true,,3599,10,10,500,0
1480044794069,450,Get Weather,200,OK,Weather Predictor Test Cases 1-8,text,true,,4146,11,11,450,0
1480044793473,1091,Send Login,200,OK,Weather Predictor Test Cases 1-9,text,true,,3206,11,11,620,0
1480044794464,553,Login,200,OK,Weather Predictor Test Cases 1-12,text,true,,3597,12,12,553,0
1480044793967,1056,Send Login,200,OK,Weather Predictor Test Cases 1-10,text,true,,3206,12,12,623,0
1480044794565,565,Get Weather,200,OK,Weather Predictor Test Cases 1-9,text,true,,4146,12,12,457,0
1480044795025,494,Get Weather,200,OK,Weather Predictor Test Cases 1-10,text,true,,4146,13,13,494,0
1480044794964,663,Login,200,OK,Weather Predictor Test Cases 1-13,text,true,,3597,13,13,663,0
1480044794464,1229,Send Login,200,OK,Weather Predictor Test Cases 1-11,text,true,,3206,13,13,664,0
1480044791037,4750,Post Weather,200,OK,Weather Predictor Test Cases 1-1,text,true,,4638,13,13,4091,0
1480044795789,2,Debug Sampler,200,OK,Weather Predictor Test Cases 1-1,text,true,,2380,13,13,0,0
1480044795465,411,Login,200,OK,Weather Predictor Test Cases 1-14,text,true,,3603,12,12,322,0
1480044792559,3342,Post Weather,200,OK,Weather Predictor Test Cases 1-4,text,true,,3384,12,12,2763,0
1480044795905,1,Debug Sampler,200,OK,Weather Predictor Test Cases 1-4,text,true,,2380,12,12,0,0
1480044795695,495,Get Weather,200,OK,Weather Predictor Test Cases 1-11,text,true,,4146,12,12,495,0
1480044795019,1216,Send Login,200,OK,Weather Predictor Test Cases 1-12,text,true,,3206,12,12,625,0
1480044795963,680,Login,200,OK,Weather Predictor Test Cases 1-15,text,true,,3601,13,13,394,0
1480044796238,489,Get Weather,200,OK,Weather Predictor Test Cases 1-12,text,true,,4146,13,13,489,0
1480044791949,4857,Post Weather,200,OK,Weather Predictor Test Cases 1-3,text,true,,4638,13,13,4151,0
1480044796808,0,Debug Sampler,200,OK,Weather Predictor Test Cases 1-3,text,true,,2379,13,13,0,0
1480044796466,392,Login,200,OK,Weather Predictor Test Cases 1-16,text,true,,3599,12,12,392,0
