timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1480054849215,396,Login,200,OK,Weather Predictor Test Cases 1-1,text,true,,3601,1,1,396,0
1480054849716,404,Login,200,OK,Weather Predictor Test Cases 1-2,text,true,,3599,2,2,404,0
1480054850208,426,Login,200,OK,Weather Predictor Test Cases 1-3,text,true,,3597,3,3,426,0
1480054849616,1143,Send Login,200,OK,Weather Predictor Test Cases 1-1,text,true,,3206,4,4,614,0
1480054850711,421,Login,200,OK,Weather Predictor Test Cases 1-4,text,true,,3601,4,4,421,0
1480054850128,1035,Send Login,200,OK,Weather Predictor Test Cases 1-2,text,true,,3206,4,4,633,0
1480054850762,467,Get Weather,200,OK,Weather Predictor Test Cases 1-1,text,true,,4146,5,5,467,0
1480054851216,398,Login,200,OK,Weather Predictor Test Cases 1-5,text,true,,3599,5,5,398,0
1480054851167,589,Get Weather,200,OK,Weather Predictor Test Cases 1-2,text,true,,4146,6,6,589,0
1480054850637,1309,Send Login,200,OK,Weather Predictor Test Cases 1-3,text,true,,3206,6,6,607,0
1480054851719,441,Login,200,OK,Weather Predictor Test Cases 1-6,text,true,,3599,6,6,441,0
1480054851135,1074,Send Login,200,OK,Weather Predictor Test Cases 1-4,text,true,,3206,6,6,600,0
1480054851948,320,Get Weather,200,OK,Weather Predictor Test Cases 1-3,text,true,,4146,7,7,320,0
1480054852213,484,Login,200,OK,Weather Predictor Test Cases 1-7,text,true,,3599,7,7,484,0
1480054852210,517,Get Weather,200,OK,Weather Predictor Test Cases 1-4,text,true,,4146,8,8,517,0
1480054851617,1142,Send Login,200,OK,Weather Predictor Test Cases 1-5,text,true,,3206,8,8,611,0
1480054852712,601,Login,200,OK,Weather Predictor Test Cases 1-8,text,true,,3603,9,9,601,0
1480054852162,1157,Send Login,200,OK,Weather Predictor Test Cases 1-6,text,true,,3206,9,9,652,0
1480054852760,563,Get Weather,200,OK,Weather Predictor Test Cases 1-5,text,true,,4146,9,9,563,0
1480054853217,592,Login,200,OK,Weather Predictor Test Cases 1-9,text,true,,3601,10,10,592,0
1480054852699,1184,Send Login,200,OK,Weather Predictor Test Cases 1-7,text,true,,3206,10,10,651,0
1480054853322,605,Get Weather,200,OK,Weather Predictor Test Cases 1-6,text,true,,4146,10,10,604,0
1480054853717,593,Login,200,OK,Weather Predictor Test Cases 1-10,text,true,,3597,11,11,593,0
1480054853886,489,Get Weather,200,OK,Weather Predictor Test Cases 1-7,text,true,,4146,11,11,489,0
1480054853316,1181,Send Login,200,OK,Weather Predictor Test Cases 1-8,text,true,,3206,11,11,612,0
1480054854214,642,Login,200,OK,Weather Predictor Test Cases 1-11,text,true,,3599,12,12,642,0
1480054854500,407,Get Weather,200,OK,Weather Predictor Test Cases 1-8,text,true,,4146,12,12,406,0
1480054853811,1140,Send Login,200,OK,Weather Predictor Test Cases 1-9,text,true,,3206,12,12,635,0
1480054851232,3813,Post Weather,200,OK,Weather Predictor Test Cases 1-1,text,true,,4638,12,12,3232,0
1480054855047,0,Debug Sampler,200,OK,Weather Predictor Test Cases 1-1,text,true,,2380,12,12,0,0
1480054854952,494,Get Weather,200,OK,Weather Predictor Test Cases 1-9,text,true,,4146,12,12,494,0
1480054854715,757,Login,200,OK,Weather Predictor Test Cases 1-12,text,true,,3599,12,12,454,0
1480054854313,1181,Send Login,200,OK,Weather Predictor Test Cases 1-10,text,true,,3206,12,12,618,0
1480054855220,351,Login,200,OK,Weather Predictor Test Cases 1-13,text,true,,3601,12,12,351,0
1480054851760,3869,Post Weather,200,OK,Weather Predictor Test Cases 1-2,text,true,,4638,12,12,3426,0
1480054855630,1,Debug Sampler,200,OK,Weather Predictor Test Cases 1-2,text,true,,2380,12,12,0,0
1480054855495,669,Get Weather,200,OK,Weather Predictor Test Cases 1-10,text,true,,4146,12,12,465,0
1480054854858,1462,Send Login,200,OK,Weather Predictor Test Cases 1-11,text,true,,3206,13,13,713,0
1480054855718,607,Login,200,OK,Weather Predictor Test Cases 1-14,text,true,,3601,13,13,607,0
1480054855474,895,Send Login,200,OK,Weather Predictor Test Cases 1-12,text,true,,3206,13,13,605,0
1480054856218,598,Login,200,OK,Weather Predictor Test Cases 1-15,text,true,,3599,14,14,598,0
1480054856370,641,Get Weather,200,OK,Weather Predictor Test Cases 1-12,text,true,,4146,14,14,502,0
1480054856322,729,Get Weather,200,OK,Weather Predictor Test Cases 1-11,text,true,,4146,14,14,729,0
1480054852272,4877,Post Weather,200,OK,Weather Predictor Test Cases 1-3,text,true,,3379,14,14,4179,0
1480054857150,0,Debug Sampler,200,OK,Weather Predictor Test Cases 1-3,text,true,,2379,14,14,0,0
1480054856718,464,Login,200,OK,Weather Predictor Test Cases 1-16,text,true,,3603,13,13,464,0
1480054855573,1638,Send Login,200,OK,Weather Predictor Test Cases 1-13,text,true,,3206,13,13,874,0
1480054852729,4535,Post Weather,200,OK,Weather Predictor Test Cases 1-4,text,true,,3384,14,14,3716,0
1480054857265,0,Debug Sampler,200,OK,Weather Predictor Test Cases 1-4,text,true,,2380,14,14,0,0
